customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases
1606,70,Male,Belt,Accessories,46.0,Connecticut,Free Size,Lavender,Winter,3.4,No,Next Day Air,Yes,15.0,Credit Card,Bi-Weekly
4418,67,Female,Watch,Electronics,685.2314705882353,Los Angeles,Not Applicable,Red,Autumn,3.1,No,Express,No,47.0,PayPal,Quarterly
4894,24,Other,Bag,Accessories,735.773625,Los Angeles,Free Size,Red,Spring,3.17,No,Standard,No,4.0,PayPal,Quarterly
4576,65,Male,Headphones,Electronics,831.3445652173913,New York,Not Applicable,Black,Summer,3.08,No,Standard,Yes,47.0,Cash,Weekly
2486,43,Male,Blouse,Clothing,55.0,Louisiana,M,Beige,Spring,4.6,No,2-Day Shipping,No,37.0,Bank Transfer,Annually
187,39,Male,Backpack,Accessories,56.0,Minnesota,Free Size,Lavender,Summer,2.9,Yes,Standard,Yes,31.0,Debit Card,Annually
275,59,Male,Jewelry,Accessories,32.0,Maryland,Free Size,Indigo,Spring,3.0,Yes,Express,Yes,28.0,Cash,Bi-Weekly
1402,23,Male,Sandals,Footwear,59.0,Indiana,Not Available,Blue,Fall,3.5,No,2-Day Shipping,Yes,1.0,PayPal,Weekly
1181,23,Male,Skirt,Clothing,23.0,Oregon,S,Beige,Spring,4.9,No,Standard,Yes,34.0,Cash,Monthly
2130,40,Male,Skirt,Clothing,57.0,Minnesota,L,Orange,Fall,2.8,No,Store Pickup,No,12.0,PayPal,Every 3 Months
995,53,Male,Shoes,Footwear,68.0,New York,Not Available,Violet,Fall,3.2,Yes,Express,Yes,20.0,Debit Card,Monthly
1230,34,Male,Jewelry,Accessories,52.0,Kansas,Free Size,Maroon,Winter,3.6,No,Express,Yes,39.0,Bank Transfer,Annually
4319,47,Other,Watch,Electronics,685.2314705882353,Houston,Not Applicable,Green,Summer,3.1,Yes,Express,Yes,28.0,PayPal,Monthly
4489,36,Female,Phone,Electronics,748.61,Los Angeles,Not Applicable,Red,Summer,2.94,No,Express,No,0.0,PayPal,Monthly
4708,33,Female,Bag,Accessories,735.773625,New York,Free Size,Green,Winter,4.0,Yes,Standard,Yes,31.0,Debit Card,Quarterly
4827,20,Female,Laptop,Electronics,805.502027027027,Houston,Not Applicable,Green,Summer,3.19,No,Express,No,17.0,Debit Card,Monthly
1348,44,Male,Sweater,Clothing,95.0,Vermont,M,Cyan,Summer,3.9,No,2-Day Shipping,Yes,47.0,Bank Transfer,Monthly
4584,55,Female,Watch,Electronics,685.2314705882353,New York,Not Applicable,Black,Autumn,5.0,No,Express,Yes,0.0,Debit Card,Quarterly
3116,26,Female,Scarf,Accessories,53.0,South Dakota,Free Size,Charcoal,Fall,4.1,No,Free Shipping,No,9.0,Bank Transfer,Bi-Weekly
1168,60,Male,Socks,Clothing,83.0,New Jersey,XL,Beige,Summer,3.6,No,Free Shipping,Yes,16.0,PayPal,Quarterly
3685,29,Female,Skirt,Clothing,86.0,Pennsylvania,L,Charcoal,Spring,4.4,No,Free Shipping,No,47.0,Credit Card,Bi-Weekly
4111,49,Male,Phone,Electronics,734.4773493975904,Houston,Not Applicable,Black,Summer,2.94,No,Express,No,0.0,PayPal,Weekly
2850,56,Female,Coat,Outerwear,25.0,New Hampshire,M,Gold,Spring,4.1,No,Express,No,27.0,PayPal,Bi-Weekly
1636,68,Male,Sunglasses,Accessories,24.0,North Carolina,Free Size,Violet,Summer,3.2,No,Standard,Yes,40.0,Cash,Annually
1489,23,Male,Hat,Accessories,44.0,Hawaii,Free Size,Pink,Winter,4.0,No,Standard,Yes,37.0,Credit Card,Weekly
3827,50,Female,Jacket,Outerwear,31.0,Montana,M,Gray,Summer,4.0,No,Express,No,25.0,Bank Transfer,Annually
2417,59,Male,Sandals,Footwear,83.0,Nebraska,Not Available,Black,Summer,4.0,No,Next Day Air,No,26.0,Credit Card,Every 3 Months
2832,34,Female,Hoodie,Clothing,53.0,Virginia,L,Pink,Winter,5.0,No,Express,No,4.0,Credit Card,Weekly
4607,47,Other,Shirt,Clothing,557.24,Los Angeles,L,White,Autumn,3.43,No,Express,Yes,27.0,PayPal,Weekly
2367,30,Male,Shoes,Footwear,66.0,New Mexico,Not Available,Brown,Winter,3.6,No,Express,No,32.0,Credit Card,Fortnightly
4851,42,Female,Watch,Electronics,685.2314705882353,Chicago,Not Applicable,Blue,Autumn,3.1,No,Standard,Yes,0.0,Cash,Weekly
508,65,Male,Shorts,Clothing,20.0,Maine,M,Magenta,Spring,5.0,Yes,Store Pickup,Yes,33.0,Debit Card,Fortnightly
4845,19,Female,Shirt,Clothing,692.11,New York,M,Red,Summer,3.43,No,Express,Yes,41.0,Debit Card,Weekly
2098,33,Male,Sneakers,Footwear,43.0,Iowa,Not Available,Cyan,Winter,3.9,No,Next Day Air,No,5.0,Credit Card,Weekly
1080,18,Male,Coat,Outerwear,33.0,Oklahoma,S,Blue,Summer,4.4,No,Free Shipping,Yes,48.0,Bank Transfer,Monthly
4558,41,Other,Bag,Accessories,208.02,Los Angeles,Free Size,White,Autumn,3.17,No,Standard,Yes,0.0,PayPal,Monthly
4492,59,Female,Laptop,Electronics,805.502027027027,Phoenix,Not Applicable,Green,Spring,1.0,Yes,Standard,Yes,38.0,Debit Card,Weekly
4292,27,Other,Laptop,Electronics,805.502027027027,Houston,Not Applicable,Blue,Summer,3.19,Yes,Express,Yes,0.0,Credit Card,Weekly
3036,69,Female,Handbag,Accessories,64.0,Kentucky,Free Size,Gold,Spring,4.5,No,Free Shipping,No,18.0,Cash,Bi-Weekly
3554,62,Female,Shoes,Footwear,99.0,Minnesota,Not Available,Charcoal,Spring,4.9,No,Free Shipping,No,32.0,Bank Transfer,Weekly
2077,59,Male,Gloves,Accessories,23.0,Florida,Free Size,Indigo,Fall,4.6,No,Free Shipping,No,22.0,Debit Card,Bi-Weekly
3088,62,Female,Shirt,Clothing,84.0,North Carolina,M,Charcoal,Spring,3.1,No,Free Shipping,No,29.0,Bank Transfer,Monthly
3739,34,Female,Shorts,Clothing,45.0,Delaware,M,Brown,Spring,2.7,No,Free Shipping,No,48.0,Cash,Fortnightly
3309,55,Female,Jeans,Clothing,70.0,Utah,M,Pink,Fall,2.6,No,Express,No,29.0,Cash,Monthly
2922,20,Female,Handbag,Accessories,24.0,Wisconsin,Free Size,Cyan,Fall,4.6,No,Standard,No,11.0,Cash,Fortnightly
4156,51,Other,Shirt,Clothing,1398.9,Chicago,XL,Red,Summer,2.0,Yes,Express,No,7.0,PayPal,Monthly
4869,26,Female,Headphones,Electronics,500.3,Phoenix,Not Applicable,Red,Winter,3.0,No,Express,No,0.0,PayPal,Monthly
660,62,Male,Shorts,Clothing,52.0,Virginia,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,8.0,Cash,Weekly
3632,48,Female,Hat,Accessories,50.0,New Jersey,Free Size,Peach,Fall,2.9,No,Store Pickup,No,26.0,Credit Card,Monthly
3217,39,Female,Hoodie,Clothing,85.0,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,18.0,Cash,Weekly
3696,38,Female,Skirt,Clothing,33.0,Florida,M,White,Fall,4.6,No,Standard,No,18.0,Bank Transfer,Fortnightly
146,24,Male,Jewelry,Accessories,95.0,Missouri,Free Size,Teal,Fall,4.5,Yes,Standard,Yes,44.0,Debit Card,Quarterly
693,35,Male,Sunglasses,Accessories,95.0,North Dakota,Free Size,Cyan,Spring,4.0,Yes,2-Day Shipping,Yes,40.0,Debit Card,Every 3 Months
1837,66,Male,Pants,Clothing,52.0,South Carolina,M,Teal,Fall,4.2,No,2-Day Shipping,No,35.0,Credit Card,Monthly
598,70,Male,Jewelry,Accessories,69.0,Alaska,Free Size,Gold,Summer,3.4,Yes,Standard,Yes,19.0,Bank Transfer,Fortnightly
165,59,Male,Handbag,Accessories,65.0,Delaware,Free Size,Purple,Spring,2.6,Yes,Free Shipping,Yes,5.0,Credit Card,Fortnightly
1186,47,Male,Jeans,Clothing,64.0,Maine,M,Magenta,Spring,3.9,No,Standard,Yes,29.0,Credit Card,Monthly
3328,47,Female,Shorts,Clothing,64.0,Connecticut,M,Black,Spring,4.1,No,Express,No,2.0,Debit Card,Quarterly
4404,67,Male,Watch,Electronics,498.03,New York,Not Applicable,Blue,Winter,3.1,Yes,Standard,Yes,20.0,Debit Card,Monthly
4153,67,Other,Shoes,Footwear,276.3437899543379,Los Angeles,Not Available,Red,Spring,3.55,No,Express,No,31.0,Credit Card,Monthly
4587,52,Male,Laptop,Electronics,1392.02,Phoenix,Not Applicable,White,Winter,2.0,Yes,Standard,Yes,0.0,Cash,Quarterly
4057,41,Female,Shoes,Footwear,276.3437899543379,Los Angeles,Not Available,Black,Winter,3.55,No,Standard,Yes,10.0,Credit Card,Quarterly
3889,45,Female,Sneakers,Footwear,69.0,Virginia,Not Available,Violet,Spring,3.4,No,Standard,No,14.0,Venmo,Bi-Weekly
106,69,Male,Backpack,Accessories,96.0,New York,Free Size,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,4.0,Bank Transfer,Annually
4176,23,Male,Shoes,Footwear,390.25,Chicago,Not Available,Black,Autumn,3.55,No,Standard,No,0.0,Credit Card,Weekly
63,30,Male,Sneakers,Footwear,21.0,Mississippi,Not Available,Magenta,Spring,3.8,Yes,Free Shipping,Yes,31.0,Credit Card,Fortnightly
3455,55,Female,Handbag,Accessories,71.0,Louisiana,Free Size,Lavender,Fall,4.6,No,Store Pickup,No,15.0,PayPal,Bi-Weekly
2500,52,Male,Hoodie,Clothing,73.0,Louisiana,L,Pink,Summer,3.1,No,Next Day Air,No,2.0,Cash,Quarterly
2136,34,Male,Sunglasses,Accessories,94.0,California,Free Size,Yellow,Winter,4.6,No,Next Day Air,No,1.0,Debit Card,Every 3 Months
3584,52,Female,Blouse,Clothing,77.0,Arizona,L,Brown,Summer,2.7,No,Store Pickup,No,44.0,Credit Card,Every 3 Months
4118,18,Other,Shirt,Clothing,279.93560784313723,Phoenix,S,Black,Summer,3.0,Yes,Standard,No,0.0,Debit Card,Quarterly
2547,63,Male,Boots,Footwear,21.0,Texas,Not Available,Gray,Summer,3.0,No,Express,No,4.0,Credit Card,Quarterly
4972,46,Other,Bag,Accessories,34.65,New York,Free Size,White,Autumn,4.0,No,Express,Yes,3.0,Debit Card,Monthly
3365,50,Female,Scarf,Accessories,33.0,Oregon,Free Size,Peach,Fall,3.2,No,Standard,No,7.0,Credit Card,Monthly
1637,58,Male,Boots,Footwear,22.0,North Dakota,Not Available,Green,Fall,4.0,No,Free Shipping,Yes,49.0,Cash,Fortnightly
2000,39,Male,Socks,Clothing,89.0,Tennessee,L,Indigo,Winter,4.6,No,2-Day Shipping,No,26.0,Debit Card,Monthly
2603,65,Male,Coat,Outerwear,44.0,South Carolina,M,Black,Fall,2.9,No,Free Shipping,No,1.0,Venmo,Quarterly
2700,25,Female,Boots,Footwear,96.0,Utah,Not Available,Violet,Fall,3.6,No,2-Day Shipping,No,49.0,Debit Card,Annually
4189,38,Male,Shoes,Footwear,1312.35,Los Angeles,Not Available,Black,Autumn,4.0,Yes,Standard,Yes,0.0,Cash,Weekly
3371,30,Female,Belt,Accessories,31.0,Illinois,Free Size,Charcoal,Summer,2.8,No,Store Pickup,No,46.0,Cash,Fortnightly
3599,23,Female,Hoodie,Clothing,76.0,Connecticut,XL,Purple,Spring,4.6,No,Store Pickup,No,19.0,Bank Transfer,Bi-Weekly
4072,63,Male,Shoes,Footwear,276.3437899543379,Los Angeles,Not Available,Red,Autumn,1.0,No,Standard,Yes,0.0,Credit Card,Quarterly
1432,39,Male,Pants,Clothing,88.0,South Dakota,M,Cyan,Fall,2.9,No,Express,Yes,29.0,Venmo,Quarterly
2381,41,Male,Scarf,Accessories,66.0,Pennsylvania,Free Size,Black,Fall,2.5,No,Next Day Air,No,36.0,PayPal,Fortnightly
2120,58,Male,Jewelry,Accessories,57.0,Nebraska,Free Size,Indigo,Spring,3.5,No,Store Pickup,No,36.0,Venmo,Bi-Weekly
3502,53,Female,Shoes,Footwear,87.0,Nebraska,Not Available,Silver,Fall,4.8,No,Standard,No,43.0,Bank Transfer,Weekly
3551,63,Female,Shoes,Footwear,74.0,West Virginia,Not Available,Orange,Winter,4.8,No,Standard,No,32.0,Cash,Weekly
712,64,Male,Boots,Footwear,60.0,New Hampshire,Not Available,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,13.0,Bank Transfer,Bi-Weekly
1337,23,Male,Sneakers,Footwear,85.0,Oregon,Not Available,Charcoal,Spring,4.8,No,Store Pickup,Yes,44.0,Debit Card,Fortnightly
1047,40,Male,Sneakers,Footwear,22.0,Illinois,Not Available,Magenta,Winter,4.2,Yes,Standard,Yes,12.0,Venmo,Annually
2225,18,Male,Gloves,Accessories,25.0,Nebraska,Free Size,Charcoal,Winter,4.3,No,Standard,No,38.0,Cash,Quarterly
3525,69,Female,Pants,Clothing,74.0,Michigan,L,Silver,Summer,2.9,No,Free Shipping,No,30.0,Credit Card,Monthly
4530,20,Male,Watch,Electronics,532.49,New York,Not Applicable,Black,Autumn,3.1,Yes,Standard,Yes,0.0,Debit Card,Monthly
3199,61,Female,Gloves,Accessories,94.0,Pennsylvania,Free Size,Peach,Winter,2.8,No,Free Shipping,No,39.0,Debit Card,Weekly
70,48,Male,Belt,Accessories,70.0,Tennessee,Free Size,Cyan,Summer,4.4,Yes,Express,Yes,5.0,Cash,Weekly
2721,55,Female,Scarf,Accessories,52.0,Maryland,Free Size,Peach,Spring,2.8,No,Store Pickup,No,45.0,Bank Transfer,Quarterly
436,51,Male,Coat,Outerwear,28.0,Montana,XL,Olive,Winter,3.6,Yes,Next Day Air,Yes,42.0,Bank Transfer,Monthly
387,64,Male,Jewelry,Accessories,39.0,Louisiana,Free Size,Brown,Spring,3.4,Yes,Express,Yes,40.0,PayPal,Quarterly
3867,58,Female,Hat,Accessories,32.0,Alaska,Free Size,Beige,Winter,3.3,No,2-Day Shipping,No,33.0,Credit Card,Fortnightly
3358,41,Female,Hoodie,Clothing,67.0,Arkansas,M,Pink,Winter,3.5,No,Free Shipping,No,37.0,Credit Card,Monthly
608,47,Male,Hoodie,Clothing,23.0,Indiana,L,Purple,Fall,2.8,Yes,Next Day Air,Yes,44.0,Cash,Monthly
115,70,Male,Coat,Outerwear,95.0,Massachusetts,S,Blue,Summer,3.7,Yes,Store Pickup,Yes,9.0,Cash,Weekly
4712,60,Male,Laptop,Electronics,95.15,Chicago,Not Applicable,Red,Summer,3.19,No,Standard,No,16.0,Cash,Monthly
5058,63,Other,Shirt,Clothing,1342.62,Los Angeles,M,Blue,Spring,4.0,Yes,Standard,Yes,0.0,PayPal,Quarterly
2568,19,Male,Sunglasses,Accessories,25.0,Michigan,Free Size,Gold,Spring,4.3,No,Store Pickup,No,24.0,Cash,Fortnightly
4381,53,Female,Watch,Electronics,685.2314705882353,Chicago,Not Applicable,Blue,Summer,3.0,No,Express,Yes,0.0,PayPal,Monthly
4192,46,Other,Watch,Electronics,105.21,Houston,Not Applicable,Green,Winter,3.1,Yes,Standard,Yes,0.0,PayPal,Monthly
235,20,Male,Gloves,Accessories,39.0,South Dakota,Free Size,Silver,Summer,3.7,Yes,Next Day Air,Yes,24.0,Credit Card,Weekly
3699,25,Female,Skirt,Clothing,54.0,California,XL,Maroon,Spring,4.0,No,2-Day Shipping,No,4.0,Venmo,Annually
3215,53,Female,Skirt,Clothing,78.0,Washington,M,Yellow,Spring,3.1,No,Free Shipping,No,6.0,Debit Card,Annually
1876,63,Male,Boots,Footwear,71.0,Tennessee,Not Available,Brown,Winter,3.9,No,Next Day Air,No,6.0,Credit Card,Quarterly
1625,38,Male,Sweater,Clothing,32.0,Florida,M,White,Winter,3.6,No,Free Shipping,Yes,40.0,PayPal,Every 3 Months
1396,47,Male,Scarf,Accessories,32.0,West Virginia,Free Size,Turquoise,Spring,2.8,No,Next Day Air,Yes,40.0,PayPal,Bi-Weekly
9,26,Male,Coat,Outerwear,97.0,West Virginia,L,Silver,Summer,2.6,Yes,Express,Yes,8.0,Venmo,Annually
2168,30,Male,Skirt,Clothing,48.0,Ohio,L,Green,Winter,4.9,No,Standard,No,33.0,Venmo,Fortnightly
749,35,Male,Hat,Accessories,39.0,South Dakota,Free Size,Brown,Fall,3.9,Yes,Free Shipping,Yes,8.0,Bank Transfer,Quarterly
2507,57,Male,Dress,Clothing,82.0,New York,XL,Orange,Spring,4.4,No,Free Shipping,No,19.0,Venmo,Annually
1285,65,Male,Dress,Clothing,93.0,Arkansas,M,Black,Spring,3.9,No,Express,Yes,38.0,PayPal,Fortnightly
4047,49,Male,Watch,Electronics,685.2314705882353,Phoenix,Not Applicable,White,Summer,5.0,Yes,Standard,No,0.0,Cash,Weekly
5014,60,Female,Shirt,Clothing,279.93560784313723,Phoenix,S,Green,Winter,2.0,Yes,Standard,Yes,44.0,Debit Card,Monthly
1195,50,Male,Hoodie,Clothing,46.0,New York,S,Teal,Winter,3.1,No,2-Day Shipping,Yes,6.0,Credit Card,Fortnightly
2013,48,Male,Jeans,Clothing,53.0,Nevada,L,Green,Fall,3.2,No,Store Pickup,No,5.0,Cash,Fortnightly
4076,57,Other,Watch,Electronics,685.2314705882353,Phoenix,Not Applicable,White,Summer,2.0,No,Express,No,38.0,Credit Card,Weekly
2050,68,Male,Boots,Footwear,24.0,Rhode Island,Not Available,Blue,Fall,2.7,No,Standard,No,15.0,Venmo,Annually
1306,31,Male,Pants,Clothing,56.0,Mississippi,XL,Peach,Spring,4.5,No,Express,Yes,2.0,PayPal,Every 3 Months
5024,38,Other,Bag,Accessories,735.773625,Los Angeles,Free Size,Green,Summer,3.17,Yes,Express,Yes,0.0,Debit Card,Quarterly
3170,35,Female,T-shirt,Clothing,59.0,Georgia,M,White,Fall,3.8,No,Free Shipping,No,3.0,Venmo,Weekly
1116,30,Male,Hat,Accessories,58.0,New York,Free Size,Peach,Fall,4.0,No,2-Day Shipping,Yes,37.0,Cash,Weekly
2317,28,Male,Sneakers,Footwear,39.0,Montana,Not Available,Yellow,Winter,3.8,No,Standard,No,7.0,Debit Card,Annually
728,62,Male,Sweater,Clothing,97.0,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,37.0,Venmo,Every 3 Months
467,38,Male,Jeans,Clothing,24.0,Vermont,L,Turquoise,Winter,4.6,Yes,Free Shipping,Yes,25.0,PayPal,Weekly
4235,56,Other,Headphones,Electronics,831.3445652173913,New York,Not Applicable,Red,Spring,3.08,Yes,Express,Yes,0.0,Debit Card,Quarterly
656,20,Male,Handbag,Accessories,36.0,Mississippi,Free Size,Purple,Fall,3.1,Yes,Free Shipping,Yes,19.0,Venmo,Monthly
4542,28,Other,Shoes,Footwear,276.3437899543379,Houston,Not Available,Red,Summer,3.55,Yes,Express,No,0.0,PayPal,Weekly
99,20,Male,Jeans,Clothing,67.0,New York,XL,Teal,Spring,2.6,Yes,Next Day Air,Yes,20.0,Bank Transfer,Annually
3681,22,Female,Sunglasses,Accessories,36.0,Iowa,Free Size,Blue,Winter,2.9,No,Standard,No,30.0,Debit Card,Quarterly
3715,18,Female,Hat,Accessories,31.0,New York,Free Size,Peach,Winter,3.9,No,Express,No,35.0,Credit Card,Weekly
2726,64,Female,Backpack,Accessories,99.0,Mississippi,Free Size,Violet,Summer,2.7,No,Free Shipping,No,4.0,Debit Card,Annually
2544,27,Male,Scarf,Accessories,56.0,West Virginia,Free Size,Peach,Spring,2.7,No,Next Day Air,No,30.0,PayPal,Bi-Weekly
2834,43,Female,Jeans,Clothing,56.0,Arkansas,M,Teal,Fall,3.3,No,Free Shipping,No,19.0,Cash,Monthly
1084,35,Male,Backpack,Accessories,97.0,Washington,Free Size,Teal,Summer,3.3,No,Store Pickup,Yes,43.0,Cash,Weekly
2904,38,Female,Scarf,Accessories,39.0,Delaware,Free Size,Teal,Spring,3.5,No,2-Day Shipping,No,24.0,Credit Card,Every 3 Months
964,21,Male,Boots,Footwear,63.0,South Carolina,Not Available,Green,Spring,2.5,Yes,2-Day Shipping,Yes,14.0,Credit Card,Weekly
299,69,Male,T-shirt,Clothing,53.0,Maryland,M,Lavender,Winter,4.0,Yes,Standard,Yes,11.0,Venmo,Every 3 Months
1327,40,Male,Shoes,Footwear,50.0,Texas,Not Available,Indigo,Spring,3.55,No,Free Shipping,Yes,17.0,Cash,Monthly
2789,56,Female,Boots,Footwear,92.0,Rhode Island,Not Available,Olive,Summer,3.1,No,Free Shipping,No,2.0,Credit Card,Annually
2321,28,Male,Shoes,Footwear,55.0,New Mexico,Not Available,Olive,Spring,3.7,No,Free Shipping,No,9.0,Debit Card,Every 3 Months
79,50,Male,Skirt,Clothing,91.0,Nebraska,M,Maroon,Spring,4.7,Yes,Free Shipping,Yes,50.0,Venmo,Fortnightly
771,19,Male,Sneakers,Footwear,54.0,Vermont,Not Available,Gray,Spring,3.3,Yes,Express,Yes,8.0,Credit Card,Annually
1543,59,Male,Blouse,Clothing,44.0,Hawaii,M,Maroon,Winter,3.5,No,Next Day Air,Yes,43.0,PayPal,Weekly
2223,32,Male,Pants,Clothing,66.0,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,30.0,Credit Card,Weekly
3461,41,Female,Scarf,Accessories,78.0,Indiana,Free Size,Gold,Spring,3.1,No,Express,No,5.0,Bank Transfer,Bi-Weekly
1952,33,Male,Gloves,Accessories,53.0,Connecticut,Free Size,Gold,Summer,2.7,No,Next Day Air,No,32.0,Bank Transfer,Bi-Weekly
4552,57,Male,Shoes,Footwear,276.3437899543379,New York,Not Available,Red,Winter,3.55,No,Express,No,0.0,PayPal,Quarterly
1645,68,Male,Coat,Outerwear,90.0,North Carolina,S,Beige,Summer,3.9,No,Next Day Air,Yes,21.0,Debit Card,Monthly
510,41,Male,T-shirt,Clothing,80.0,Delaware,L,Cyan,Summer,3.9,Yes,Free Shipping,Yes,17.0,Debit Card,Weekly
2854,37,Female,Hat,Accessories,48.0,Pennsylvania,Free Size,Magenta,Winter,3.2,No,Next Day Air,No,9.0,PayPal,Weekly
378,63,Male,Scarf,Accessories,32.0,Maine,Free Size,Silver,Spring,4.1,Yes,Standard,Yes,39.0,Credit Card,Every 3 Months
827,54,Male,Dress,Clothing,94.0,Massachusetts,M,Purple,Winter,3.6,Yes,Standard,Yes,36.0,PayPal,Weekly
4571,40,Other,Shirt,Clothing,450.41,New York,M,Black,Autumn,5.0,Yes,Standard,Yes,0.0,Cash,Quarterly
